,KO,name,gene_name
266,K00296,nos; D-nopaline dehydrogenase [EC:1.5.1.19],nos
267,K00297,"metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]","metF, MTHFR"
268,K00298,ceo; N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24],ceo
269,K00299,"ssuE, msuE; FMN reductase [EC:1.5.1.38]","ssuE, msuE"
270,K00300,mtdA; methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+) [EC:1.5.1.5 1.5.1.-],mtdA
271,K00301,E1.5.3.1; sarcosine oxidase [EC:1.5.3.1],E1.5.3.1
272,K00302,"soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.24 1.5.3.1]",soxA
273,K00303,"soxB; sarcosine oxidase, subunit beta [EC:1.5.3.24 1.5.3.1]",soxB
274,K00304,"soxD; sarcosine oxidase, subunit delta [EC:1.5.3.24 1.5.3.1]",soxD
275,K00305,"soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.24 1.5.3.1]",soxG
276,K00306,PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7],PIPOX
277,K00307,BBE1; reticuline oxidase [EC:1.21.3.3],BBE1
278,K00308,PAOX; N1-acetylpolyamine oxidase [EC:1.5.3.13],PAOX
279,K00309,dmg; dimethylglycine oxidase [EC:1.5.3.10],dmg
280,K00310,SE; pyrimidodiazepine synthase [EC:1.5.4.1],SE
281,K00311,ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1],ETFDH
282,K00312,"WNT3; wingless-type MMTV integration site family, member 3",WNT3
283,K00313,fixC; electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-],fixC
284,K00314,SARDH; sarcosine dehydrogenase [EC:1.5.8.3],SARDH
285,K00315,DMGDH; dimethylglycine dehydrogenase [EC:1.5.8.4],DMGDH
286,K00316,spdH; spermidine dehydrogenase [EC:1.5.99.6],spdH
287,K00317,dmd-tmd; dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2],dmd-tmd
288,K00318,"PRODH, fadM, putB; proline dehydrogenase [EC:1.5.5.2]","PRODH, fadM, putB"
289,K00319,mtd; methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1],mtd
290,K00320,"mer; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]",mer
291,K00322,"sthA, udhA; NAD(P) transhydrogenase [EC:1.6.1.1]","sthA, udhA"
292,K00323,NNT; H+-translocating NAD(P) transhydrogenase [EC:1.6.1.2 7.1.1.1],NNT
293,K00324,pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1],pntA
294,K00325,pntB; H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1],pntB
295,K00326,CYB5R; cytochrome-b5 reductase [EC:1.6.2.2],CYB5R
296,K00327,POR; NADPH-ferrihemoprotein reductase [EC:1.6.2.4],POR
297,K00330,nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2],nuoA
298,K00331,nuoB; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2],nuoB
299,K00332,nuoC; NADH-quinone oxidoreductase subunit C [EC:7.1.1.2],nuoC
300,K00333,nuoD; NADH-quinone oxidoreductase subunit D [EC:7.1.1.2],nuoD
301,K00334,nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2],nuoE
302,K00335,nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2],nuoF
303,K00336,nuoG; NADH-quinone oxidoreductase subunit G [EC:7.1.1.2],nuoG
304,K00337,nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2],nuoH
305,K00338,nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2],nuoI
306,K00339,nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2],nuoJ
307,K00340,nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2],nuoK
308,K00341,nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2],nuoL
309,K00342,nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2],nuoM
310,K00343,nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2],nuoN
311,K00344,"qor, CRYZ; NADPH:quinone reductase [EC:1.6.5.5]","qor, CRYZ"
312,K00345,"ndhS; NAD(P)H-quinone oxidoreductase subunit S, chloroplastic [EC:7.1.1.-]",ndhS
313,K00346,nqrA; Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1],nqrA
314,K00347,nqrB; Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1],nqrB
315,K00348,nqrC; Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1],nqrC
316,K00349,nqrD; Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1],nqrD
317,K00350,nqrE; Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1],nqrE
318,K00351,nqrF; Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1],nqrF
319,K00354,E1.6.99.1; NADPH2 dehydrogenase [EC:1.6.99.1],E1.6.99.1
320,K00355,NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],NQO1
321,K00357,QDPR; dihydropteridine reductase [EC:1.5.1.34],QDPR
322,K00359,qorA; NADPH:quinone reductase [EC:1.6.5.5],qorA
323,K00360,nasB; assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-],nasB
324,K00361,nasB; nitrite reductase [NAD(P)H] [EC:1.7.1.4],nasB
325,K00362,nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15],nirB
326,K00363,nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15],nirD
327,K00364,"guaC, GMPR; GMP reductase [EC:1.7.1.7]","guaC, GMPR"
328,K00365,uaZ; urate oxidase [EC:1.7.3.3],uaZ
329,K00366,nirA; ferredoxin-nitrite reductase [EC:1.7.7.1],nirA
330,K00367,narB; ferredoxin-nitrate reductase [EC:1.7.7.2],narB
331,K00368,nirK; nitrite reductase (NO-forming) [EC:1.7.2.1],nirK
332,K00370,"narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]","narG, narZ, nxrA"
333,K00371,"narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]","narH, narY, nxrB"
334,K00372,"nasC, nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]","nasC, nasA"
335,K00373,"narJ, narW; nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW","narJ, narW"
336,K00374,"narI, narV; nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]","narI, narV"
337,K00375,K00375; GntR family transcriptional regulator / MocR family aminotransferase,K00375
338,K00376,nosZ; nitrous-oxide reductase [EC:1.7.2.4],nosZ
339,K00378,hox; hydroxylamine oxidase [EC:1.7.2.9],hox
340,K00380,cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2],cysJ
341,K00381,cysI; sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2],cysI
342,K00382,"DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]","DLD, lpd, pdhD"
343,K00383,"GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]","GSR, gor"
344,K00384,"trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]","trxB, TRR"
345,K00385,asrC; anaerobic sulfite reductase subunit C,asrC
346,K00386,sorB; sulfite dehydrogenase (cytochrome) subunit B [EC:1.8.2.1],sorB
347,K00387,SUOX; sulfite oxidase [EC:1.8.3.1],SUOX
348,K00389,yidH; putative membrane protein,yidH
349,K00390,cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],cysH
350,K00392,sir; sulfite reductase (ferredoxin) [EC:1.8.7.1],sir
351,K00394,"aprA; adenylylsulfate reductase, subunit A [EC:1.8.99.2]",aprA
352,K00395,"aprB; adenylylsulfate reductase, subunit B [EC:1.8.99.2]",aprB
353,K00399,mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],mcrA
354,K00400,"K00400; methyl coenzyme M reductase system, component A2",K00400
355,K00401,mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1],mcrB
356,K00402,mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1],mcrG
357,K00404,ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9],ccoN
358,K00405,ccoO; cytochrome c oxidase cbb3-type subunit II,ccoO
359,K00406,ccoP; cytochrome c oxidase cbb3-type subunit III,ccoP
360,K00407,ccoQ; cytochrome c oxidase cbb3-type subunit IV,ccoQ
361,K00408,"WNT4; wingless-type MMTV integration site family, member 4",WNT4
362,K00410,fbcH; ubiquinol-cytochrome c reductase cytochrome b/c1 subunit,fbcH
363,K00411,"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]","UQCRFS1, RIP1, petA"
364,K00412,"CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit","CYTB, petB"
365,K00413,"CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit","CYC1, CYT1, petC"
366,K00414,"QCR1, UQCRC1; ubiquinol-cytochrome c reductase core subunit 1","QCR1, UQCRC1"
367,K00415,"QCR2, UQCRC2; ubiquinol-cytochrome c reductase core subunit 2","QCR2, UQCRC2"
368,K00416,"QCR6, UQCRH; ubiquinol-cytochrome c reductase subunit 6","QCR6, UQCRH"
369,K00417,"QCR7, UQCRB; ubiquinol-cytochrome c reductase subunit 7","QCR7, UQCRB"
370,K00418,"QCR8, UQCRQ; ubiquinol-cytochrome c reductase subunit 8","QCR8, UQCRQ"
371,K00419,"QCR9, UCRC; ubiquinol-cytochrome c reductase subunit 9","QCR9, UCRC"
372,K00420,"QCR10, UQCR; ubiquinol-cytochrome c reductase subunit 10","QCR10, UQCR"
373,K00421,lccA; laccase [EC:1.10.3.2],lccA
374,K00422,E1.10.3.1; polyphenol oxidase [EC:1.10.3.1],E1.10.3.1
375,K00423,E1.10.3.3; L-ascorbate oxidase [EC:1.10.3.3],E1.10.3.3
376,K00424,cydX; cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7],cydX
377,K00425,cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],cydA
378,K00426,cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],cydB
379,K00427,"lldP, lctP; L-lactate permease","lldP, lctP"
380,K00428,E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5],E1.11.1.5
381,K00430,E1.11.1.7; peroxidase [EC:1.11.1.7],E1.11.1.7
382,K00431,TPO; thyroid peroxidase [EC:1.11.1.8],TPO
383,K00432,"gpx, btuE, bsaA; glutathione peroxidase [EC:1.11.1.9]","gpx, btuE, bsaA"
384,K00433,cpo; non-heme chloroperoxidase [EC:1.11.1.10],cpo
385,K00434,E1.11.1.11; L-ascorbate peroxidase [EC:1.11.1.11],E1.11.1.11
386,K00435,hemQ; hydrogen peroxide-dependent heme synthase [EC:1.3.98.5],hemQ
387,K00436,hoxH; NAD-reducing hydrogenase large subunit [EC:1.12.1.2],hoxH
388,K00437,hydB; [NiFe] hydrogenase large subunit [EC:1.12.2.1],hydB
389,K00440,frhA; coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1],frhA
390,K00441,frhB; coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1],frhB
391,K00442,frhD; coenzyme F420 hydrogenase subunit delta,frhD
392,K00443,frhG; coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1],frhG
393,K00444,"WNT5; wingless-type MMTV integration site family, member 5",WNT5
394,K00445,"WNT6; wingless-type MMTV integration site family, member 6",WNT6
395,K00446,"dmpB, xylE; catechol 2,3-dioxygenase [EC:1.13.11.2]","dmpB, xylE"
396,K00448,"pcaG; protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]",pcaG
397,K00449,"pcaH; protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]",pcaH
398,K00450,"E1.13.11.4; gentisate 1,2-dioxygenase [EC:1.13.11.4]",E1.13.11.4
399,K00451,"HGD, hmgA; homogentisate 1,2-dioxygenase [EC:1.13.11.5]","HGD, hmgA"
400,K00452,"HAAO; 3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]",HAAO
401,K00453,"TDO2, kynA; tryptophan 2,3-dioxygenase [EC:1.13.11.11]","TDO2, kynA"
402,K00454,LOX2S; lipoxygenase [EC:1.13.11.12],LOX2S
403,K00455,"hpaD, hpcB; 3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]","hpaD, hpcB"
404,K00456,CDO1; cysteine dioxygenase [EC:1.13.11.20],CDO1
405,K00457,"HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]","HPD, hppD"
406,K00458,ALOX12; arachidonate 12-lipoxygenase [EC:1.13.11.31],ALOX12
407,K00459,"ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]","ncd2, npd"
408,K00460,ALOX15; arachidonate 15-lipoxygenase [EC:1.13.11.33],ALOX15
409,K00461,ALOX5; arachidonate 5-lipoxygenase [EC:1.13.11.34],ALOX5
410,K00462,"bphC; biphenyl-2,3-diol 1,2-dioxygenase [EC:1.13.11.39]",bphC
411,K00463,"IDO, INDO; indoleamine 2,3-dioxygenase [EC:1.13.11.52]","IDO, INDO"
412,K00464,"diox1; all-trans-8'-apo-beta-carotenal 15,15'-oxygenase [EC:1.13.11.75]",diox1
413,K00465,"CCD1; carotenoid 9,10(9',10')-cleavage dioxygenase 1 [EC:1.13.11.-]",CCD1
414,K00466,iaaM; tryptophan 2-monooxygenase [EC:1.13.12.3],iaaM
415,K00467,E1.13.12.4; lactate 2-monooxygenase [EC:1.13.12.4],E1.13.12.4
416,K00468,davB; lysine 2-monooxygenase [EC:1.13.12.2],davB
417,K00469,MIOX; inositol oxygenase [EC:1.13.99.1],MIOX
418,K00471,BBOX1; gamma-butyrobetaine dioxygenase [EC:1.14.11.1],BBOX1
419,K00472,P4HA; prolyl 4-hydroxylase [EC:1.14.11.2],P4HA
420,K00473,"PLOD1; procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [EC:1.14.11.4]",PLOD1
421,K00474,TMLHE; trimethyllysine dioxygenase [EC:1.14.11.8],TMLHE
422,K00475,F3H; naringenin 3-dioxygenase [EC:1.14.11.9],F3H
423,K00476,ASPH; aspartate beta-hydroxylase [EC:1.14.11.16],ASPH
424,K00477,PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18],PHYH
425,K00478,HR; [histone H3]-dimethyl-L-lysine9 demethylase [EC:1.14.11.65],HR
426,K00479,"gbcA, bmoA; glycine betaine monooxygenase A [EC:1.14.13.251]","gbcA, bmoA"
427,K00480,E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1],E1.14.13.1
428,K00481,pobA; p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2],pobA
429,K00483,hpaB; 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9],hpaB
430,K00484,hpaC; flavin reductase (NADH) [EC:1.5.1.36],hpaC
431,K00485,FMO; dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-],FMO
432,K00486,KMO; kynurenine 3-monooxygenase [EC:1.14.13.9],KMO
433,K00487,CYP73A; trans-cinnamate 4-monooxygenase [EC:1.14.14.91],CYP73A
434,K00488,CYP27A1; cholestanetriol 26-monooxygenase [EC:1.14.15.15],CYP27A1
435,K00489,CYP7A1; cholesterol 7alpha-monooxygenase [EC:1.14.14.23],CYP7A1
436,K00490,CYP4F; cytochrome P450 family 4 subfamily F [EC:1.14.14.1],CYP4F
437,K00491,"nos; nitric-oxide synthase, bacterial [EC:1.14.14.47]",nos
438,K00492,"tmuM; 1,3,7-trimethyluric acid 5-monooxygenase [EC:1.14.13.212]",tmuM
439,K00493,XANG; xanthocillin biosynthesis cytochrome P450 monooxygenase [EC:1.14.-.-],XANG
440,K00494,luxA; alkanal monooxygenase alpha chain [EC:1.14.14.3],luxA
441,K00495,CYP71AN24; phenylacetaldehyde oxime monooxygenase [EC:1.14.14.44],CYP71AN24
442,K00496,"alkB1_2, alkM; alkane 1-monooxygenase [EC:1.14.15.3]","alkB1_2, alkM"
443,K00497,CYP11B1; steroid 11beta-monooxygenase [EC:1.14.15.4],CYP11B1
444,K00498,CYP11A; cholesterol monooxygenase (side-chain-cleaving) [EC:1.14.15.6],CYP11A
445,K00499,CMO; choline monooxygenase [EC:1.14.15.7],CMO
446,K00500,"phhA, PAH; phenylalanine-4-hydroxylase [EC:1.14.16.1]","phhA, PAH"
447,K00501,TH; tyrosine 3-monooxygenase [EC:1.14.16.2],TH
448,K00502,TPH1_2; tryptophan 5-monooxygenase [EC:1.14.16.4],TPH1_2
449,K00503,DBH; dopamine beta-monooxygenase [EC:1.14.17.1],DBH
450,K00504,PHM; peptidylglycine monooxygenase [EC:1.14.17.3],PHM
451,K00505,TYR; tyrosinase [EC:1.14.18.1],TYR
452,K00506,TYRP1; tyrosinase-related protein 1 [EC:1.14.18.-],TYRP1
453,K00507,"SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]","SCD, desC"
454,K00508,E1.14.19.3; linoleoyl-CoA desaturase [EC:1.14.19.3],E1.14.19.3
455,K00509,"PTGS1, COX1; prostaglandin-endoperoxide synthase 1 [EC:1.14.99.1]","PTGS1, COX1"
456,K00510,HMOX1; heme oxygenase 1 [EC:1.14.14.18],HMOX1
457,K00511,"SQLE, ERG1; squalene monooxygenase [EC:1.14.14.17]","SQLE, ERG1"
458,K00512,CYP17A; steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase [EC:1.14.14.19 1.14.14.32],CYP17A
459,K00513,CYP21A; steroid 21-monooxygenase [EC:1.14.14.16],CYP21A
460,K00514,"ZDS, crtQ; zeta-carotene desaturase [EC:1.3.5.6]","ZDS, crtQ"
461,K00515,"BCMO1, BCDO1; beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]","BCMO1, BCDO1"
462,K00516,E1.14.99.55; lytic starch monooxygenase [EC:1.14.99.55],E1.14.99.55
463,K00517,CYP81F; indol-3-yl-methylglucosinolate hydroxylase [EC:1.14.-.-],CYP81F
464,K00518,sodN; nickel superoxide dismutase [EC:1.15.1.1],sodN
465,K00520,merA; mercuric reductase [EC:1.16.1.1],merA
466,K00521,E1.16.1.7; ferric-chelate reductase [EC:1.16.1.7],E1.16.1.7
467,K00522,FTH1; ferritin heavy chain [EC:1.16.3.2],FTH1
468,K00523,"ascD, ddhD, rfbI; CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]","ascD, ddhD, rfbI"
469,K00524,"nrdJ; ribonucleotide reductase, class II [EC:1.17.4.2]",nrdJ
470,K00525,"E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]","E1.17.4.1A, nrdA, nrdE"
471,K00526,"E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]","E1.17.4.1B, nrdB, nrdF"
472,K00527,rtpR; ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2],rtpR
473,K00528,fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1],fpr
474,K00529,hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3],hcaD
475,K00530,nroR; rubredoxin---NAD(P)+ reductase [EC:1.18.1.4],nroR
476,K00531,anfG; nitrogenase delta subunit [EC:1.18.6.1],anfG
477,K00532,E1.12.7.2; ferredoxin hydrogenase [EC:1.12.7.2],E1.12.7.2
478,K00533,E1.12.7.2L; ferredoxin hydrogenase large subunit [EC:1.12.7.2],E1.12.7.2L
479,K00534,E1.12.7.2S; ferredoxin hydrogenase small subunit [EC:1.12.7.2],E1.12.7.2S
480,K00537,arsC; arsenate reductase (glutaredoxin) [EC:1.20.4.1],arsC
481,K00540,fqr; F420H(2)-dependent quinone reductase [EC:1.1.98.-],fqr
482,K00541,NNMT; nicotinamide N-methyltransferase [EC:2.1.1.1],NNMT
483,K00542,GAMT; guanidinoacetate N-methyltransferase [EC:2.1.1.2],GAMT
484,K00543,ASMT; acetylserotonin O-methyltransferase [EC:2.1.1.4],ASMT
485,K00544,BHMT; betaine-homocysteine S-methyltransferase [EC:2.1.1.5],BHMT
486,K00545,COMT; catechol O-methyltransferase [EC:2.1.1.6],COMT
487,K00546,HNMT; histamine N-methyltransferase [EC:2.1.1.8],HNMT
488,K00547,"mmuM, BHMT2; homocysteine S-methyltransferase [EC:2.1.1.10]","mmuM, BHMT2"
489,K00548,"metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]","metH, MTR"
490,K00549,metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14],metE
491,K00550,PLMT; phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71],PLMT
492,K00551,PEMT; phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71],PEMT
493,K00552,GNMT; glycine N-methyltransferase [EC:2.1.1.20],GNMT
494,K00553,PNMT; phenylethanolamine N-methyltransferase [EC:2.1.1.28],PNMT
495,K00554,trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228],trmD
496,K00555,"TRMT1, trm1; tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]","TRMT1, trm1"
497,K00556,trmH; tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34],trmH
498,K00557,trmA; tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35],trmA
499,K00558,"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]","DNMT1, dcm"
500,K00559,"SMT1, ERG6; sterol 24-C-methyltransferase [EC:2.1.1.41]","SMT1, ERG6"
501,K00560,"thyA, TYMS; thymidylate synthase [EC:2.1.1.45]","thyA, TYMS"
502,K00561,"ermC, ermA; 23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]","ermC, ermA"
503,K00562,"INMT, TEMT; methyltransferase [EC:2.1.1.49 2.1.1.96]","INMT, TEMT"
504,K00563,rlmA1; 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187],rlmA1
505,K00564,rsmC; 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172],rsmC
506,K00565,RNMT; mRNA (guanine-N7-)-methyltransferase [EC:2.1.1.56],RNMT
507,K00566,"mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]","mnmA, trmU"
508,K00567,"ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]","ogt, MGMT"
509,K00568,ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64],ubiG
510,K00569,"TPMT, tpmT; thiopurine S-methyltransferase [EC:2.1.1.67]","TPMT, tpmT"
511,K00570,pmtA; phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71],pmtA
512,K00571,E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72],E2.1.1.72
513,K00572,"WNT7; wingless-type MMTV integration site family, member 7",WNT7
514,K00573,"E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]","E2.1.1.77, pcm"
515,K00574,cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79],cfa
516,K00575,cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80],cheR
517,K00577,mtrA; tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86],mtrA
518,K00578,mtrB; tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86],mtrB
519,K00579,mtrC; tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86],mtrC
520,K00580,mtrD; tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86],mtrD
521,K00581,mtrE; tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86],mtrE
522,K00582,mtrF; tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86],mtrF
523,K00583,mtrG; tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86],mtrG
524,K00584,mtrH; tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86],mtrH
525,K00586,DPH5; diphthine methyl ester synthase [EC:2.1.1.314],DPH5
526,K00587,"ICMT, STE14; protein-S-isoprenylcysteine O-methyltransferase [EC:2.1.1.100]","ICMT, STE14"
527,K00588,E2.1.1.104; caffeoyl-CoA O-methyltransferase [EC:2.1.1.104],E2.1.1.104
528,K00589,MET1; uroporphyrin-III C-methyltransferase [EC:2.1.1.107],MET1
529,K00590,E2.1.1.113; site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113],E2.1.1.113
530,K00591,COQ3; polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase [EC:2.1.1.114 2.1.1.64],COQ3
531,K00592,RBCMT; [ribulose-bisphosphate carboxylase]/[fructose-bisphosphate aldolase]-lysine N-methyltransferase [EC:2.1.1.127 2.1.1.259],RBCMT
532,K00594,"xyoA, aldO; alditol oxidase [EC:1.1.3.41]","xyoA, aldO"
533,K00595,"cobL-cbiET; precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase [EC:2.1.1.132 2.1.1.289 2.1.1.196]",cobL-cbiET
534,K00596,"E4.1.1.64; 2,2-dialkylglycine decarboxylase (pyruvate) [EC:4.1.1.64]",E4.1.1.64
535,K00597,MTRR; methionine synthase reductase [EC:1.16.1.8],MTRR
536,K00598,tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144],tam
537,K00599,METTL6; tRNA N(3)-methylcytidine methyltransferase METTL6 [EC:2.1.1.-],METTL6
538,K00600,"glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]","glyA, SHMT"
539,K00601,E2.1.2.2; phosphoribosylglycinamide formyltransferase [EC:2.1.2.2],E2.1.2.2
540,K00602,purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10],purH
541,K00603,fctD; glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2],fctD
542,K00604,"MTFMT, fmt; methionyl-tRNA formyltransferase [EC:2.1.2.9]","MTFMT, fmt"
543,K00605,"gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]","gcvT, AMT"
544,K00606,panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11],panB
545,K00607,wbkC; GDP-perosamine N-formyltransferase [EC:2.1.2.14],wbkC
546,K00608,pyrBI; aspartate carbamoyltransferase [EC:2.1.3.2],pyrBI
547,K00609,"pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]","pyrB, PYR2"
548,K00610,pyrI; aspartate carbamoyltransferase regulatory subunit,pyrI
