,reaction,name
201,R00253,L-Glutamate:ammonia ligase (ADP-forming); ATP + L-Glutamate + Ammonia <=> ADP + Orthophosphate + L-Glutamine
202,R00254,N-carbamyl-L-glutamate amidohydrolase; L-Glutamate + Ammonia + CO2 <=> N-Carbamyl-L-glutamate + H2O
203,R00256,L-glutamine amidohydrolase; L-Glutamine + H2O <=> L-Glutamate + Ammonia
204,R00257,Deamido-NAD+:L-glutamine amido-ligase (AMP-forming); ATP + Deamino-NAD+ + L-Glutamine + H2O <=> AMP + Diphosphate + NAD+ + L-Glutamate
205,R00258,L-Alanine:2-oxoglutarate aminotransferase; L-Alanine + 2-Oxoglutarate <=> Pyruvate + L-Glutamate
206,R00259,acetyl-CoA:L-glutamate N-acetyltransferase; Acetyl-CoA + L-Glutamate <=> CoA + N-Acetyl-L-glutamate
207,R00260,glutamate racemase; L-Glutamate <=> D-Glutamate
208,R00261,L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming); L-Glutamate <=> 4-Aminobutanoate + CO2
209,R00262,L-threo-3-methylaspartate carboxy-aminomethylmutase; L-threo-3-Methylaspartate <=> L-Glutamate
210,R00263,L-Glutamate <=> Poly-gamma-D-glutamate
211,R00264,"2,5-dioxopentanoate:NADP+ 5-oxidoreductase; 2,5-Dioxopentanoate + NADP+ + H2O <=> 2-Oxoglutarate + NADPH + H+"
212,R00265,2-oxoglutarate:NADP+ 2-oxidoreductase (CoA-succinylating); 2-Oxoglutarate + CoA + NADP+ <=> Succinyl-CoA + CO2 + NADPH + H+
213,R00267,Isocitrate:NADP+ oxidoreductase (decarboxylating); Isocitrate + NADP+ <=> 2-Oxoglutarate + CO2 + NADPH + H+
214,R00268,oxalosuccinate carboxy-lyase (2-oxoglutarate-forming); Oxalosuccinate <=> 2-Oxoglutarate + CO2
215,R00269,2-oxoglutaramate amidohydrolase; 2-Oxoglutaramate + H2O <=> 2-Oxoglutarate + Ammonia
216,R00270,2-Oxoglutarate + Ammonia <=> 4-Oxoglutaramate + H2O
217,R00271,"acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming); Acetyl-CoA + H2O + 2-Oxoglutarate <=> (R)-2-Hydroxybutane-1,2,4-tricarboxylate + CoA"
218,R00272,2-Oxoglutarate carboxy-lyase; 2-Oxoglutarate <=> Succinate semialdehyde + CO2
219,R00273,oxalate:oxygen oxidoreductase; Oxalate + Oxygen <=> Hydrogen peroxide + 2 CO2
220,R00274,glutathione:hydrogen-peroxide oxidoreductase; Hydrogen peroxide + 2 Glutathione <=> Glutathione disulfide + 2 H2O
221,R00275,superoxide:superoxide oxidoreductase; 2 Superoxide + 2 H+ <=> Hydrogen peroxide + Oxygen
222,R00277,pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating); Pyridoxamine phosphate + H2O + Oxygen <=> Pyridoxal phosphate + Ammonia + Hydrogen peroxide
223,R00278,pyridoxine 5'-phosphate:oxygen oxidoreductase; Pyridoxine phosphate + Oxygen <=> Hydrogen peroxide + Pyridoxal phosphate
224,R00279,D-Glutamate:oxygen oxidoreductase (deaminating); D-Glutamate + H2O + Oxygen <=> 2-Oxoglutarate + Ammonia + Hydrogen peroxide
225,R00280,Nitric-oxide:acceptor oxidoreductase; Acceptor + 2 Nitric oxide + 2 H2O <=> Reduced acceptor + 2 Nitrite
226,R00282,NADPH:acceptor oxidoreductase; Acceptor + NADPH + H+ <=> Reduced acceptor + NADP+
227,R00283,ammonium:acceptor oxidoreductase (ATP-forming); Acceptor + Ammonia + H2O + 2 Orthophosphate + 2 ADP <=> Hydroxylamine + Reduced acceptor + 2 ATP + 2 H2O
228,R00284,ammonia:acceptor oxidoreductase; Acceptor + Ammonia + H2O <=> Hydroxylamine + Reduced acceptor
229,R00286,UDP-glucose:NAD+ 6-oxidoreductase; UDP-glucose + H2O + 2 NAD+ <=> UDP-glucuronate + 2 NADH + 2 H+
230,R00287,UDP-glucose glucophosphohydrolase; UDP-glucose + H2O <=> UMP + D-Glucose 1-phosphate
231,R00289,UTP:alpha-D-glucose-1-phosphate uridylyltransferase; UTP + D-Glucose 1-phosphate <=> Diphosphate + UDP-glucose
232,R00291,UDP-glucose 4-epimerase; UDP-alpha-D-glucose 4-epimerase; UDP-glucose <=> UDP-alpha-D-galactose
233,R00292,UDP-glucose:glycogen 4-alpha-D-glucosyltransferase; UDP-glucose + Amylose <=> UDP + Amylose
234,R00293,"UDP-glucose 4,6-hydro-lyase (UDP-4-dehydro-6-deoxy-D-glucose-forming); UDP-glucose <=> UDP-4-dehydro-6-deoxy-D-glucose + H2O"
235,R00294,nitrous-oxide:ferricytochrome-c oxidoreductase; 2 Nitric oxide + 2 Ferrocytochrome c + 2 H+ <=> Nitrous oxide + 2 Ferricytochrome c + H2O
236,R00295,trithionate: (acceptor) oxidoreductase; Trithionate + HO- + Acceptor + 2 H2O <=> Reduced acceptor + 3 HSO3-
237,R00297,(R)-2-hydroxy-acid:acceptor 2-oxidoreductase; (R)-Lactate + Acceptor <=> Pyruvate + Reduced acceptor
238,R00298,(S)-2-hydroxyglutarate:acceptor 2-oxidoreductase; (S)-2-Hydroxyglutarate + Acceptor <=> 2-Oxoglutarate + Reduced acceptor
239,R00299,ATP:D-glucose 6-phosphotransferase; ATP + D-Glucose <=> ADP + D-Glucose 6-phosphate
240,R00300,"D-Glucose:NAD+ 1-oxidoreductase; D-Glucose + NAD+ <=> D-Glucono-1,5-lactone + NADH + H+"
241,R00301,"D-Glucose:NADP+ 1-oxidoreductase; D-Glucose + NADP+ <=> D-Glucono-1,4-lactone + NADPH + H+"
242,R00302,D-glucose:oxygen 2-oxidoreductase; D-Glucose + Oxygen <=> 2-Dehydro-D-glucose + Hydrogen peroxide
243,R00303,D-Glucose-6-phosphate phosphohydrolase; D-Glucose 6-phosphate + H2O <=> D-Glucose + Orthophosphate
244,R00304,D-Glucose-1-phosphate phosphohydrolase; D-Glucose 1-phosphate + H2O <=> D-Glucose + Orthophosphate
245,R00305,"D-glucose:quinone 1-oxidoreductase; D-Glucose + Quinone <=> D-Glucono-1,5-lactone + Hydroquinone"
246,R00306,cellobiose glucohydrolase; Cellobiose + H2O <=> 2 D-Glucose
247,R00307,alpha-D-glucose aldose-ketose-isomerase; alpha-D-Glucose <=> alpha-D-Fructofuranose
248,R00308,"1,3-beta-D-Glucan glucanohydrolase; 1,3-beta-D-Glucan + H2O <=> D-Glucose + 1,3-beta-D-Glucan"
249,R00310,protoheme ferro-lyase (protoporphyrin-forming); Protoporphyrin + Fe2+ <=> Heme + 2 H+
250,R00311,"protoheme,NADPH---hemoprotein reductase:oxygen oxidoreductase (alpha-methene-oxidizing, hydroxylating); Heme + 3 [Reduced NADPH---hemoprotein reductase] + 3 Oxygen <=> Biliverdin + CO + Fe2+ + 3 [Oxidized NADPH---hemoprotein reductase] + 3 H2O"
251,R00312,Heme <=> Cytochrome a
252,R00313,Heme <=> Catalase
253,R00314,Heme <=> Peroxidase
254,R00315,ATP:acetate phosphotransferase; ATP + Acetate <=> ADP + Acetyl phosphate
255,R00316,ATP:acetate adenylyltransferase; ATP + Acetate <=> Diphosphate + Acetyl adenylate
256,R00317,Acetyl phosphate phosphohydrolase; Acetyl phosphate + H2O <=> Acetate + Orthophosphate
257,R00318,Phosphonoacetate phosphonohydrolase; Phosphonoacetate + H2O <=> Acetate + Orthophosphate
258,R00319,(S)-lactate:oxygen 2-oxidoreductase (decarboxylating); (S)-Lactate + Oxygen <=> Acetate + CO2 + H2O
259,R00320,diphosphate:acetate phosphotransferase; Diphosphate + Acetate <=> Orthophosphate + Acetyl phosphate
260,R00321,Acetamide amidohydrolase; Acetamide + H2O <=> Acetate + Ammonia
261,R00322,5'-acetylphosphoadenosine acetylhydrolase; Acetyl adenylate + H2O <=> AMP + Acetate
262,R00324,"2,4-dioxopentanoate acetylhydrolase; Acetylpyruvate acetylhydrolase; Acetylpyruvate + H2O <=> Acetate + Pyruvate"
263,R00325,(2S)-2-hydroxy-2-methylbutanedioate pyruvate-lyase (acetate-forming); (3S)-citramalate pyruvate-lyase; (S)-2-Methylmalate <=> Acetate + Pyruvate
264,R00326,acetaldehyde:acceptor oxidoreductase; Acetaldehyde + Acceptor + H2O <=> Acetate + Reduced acceptor
265,R00327,6-Acetyl-D-glucose acetylhydrolase; 6-Acetyl-D-glucose + H2O <=> D-Glucose + Acetate
266,R00328,GDP phosphohydrolase; GDP + H2O <=> GMP + Orthophosphate
267,R00329,Nucleoside-diphosphate phosphohydrolase; NDP + H2O <=> Nucleotide + Orthophosphate
268,R00330,ATP:GDP phosphotransferase; ATP + GDP <=> ADP + GTP
269,R00331,ATP:nucleoside-diphosphate phosphotransferase; ATP + NDP <=> ADP + Nucleoside triphosphate
270,R00332,ATP:GMP phosphotransferase; ATP + GMP <=> ADP + GDP
271,R00333,nucleoside-triphosphate:AMP phosphotransferase; Nucleoside triphosphate + AMP <=> NDP + ADP
272,R00334,ATP:nucleoside-phosphate phosphotransferase; ATP + Nucleoside phosphate <=> ADP + NDP
273,R00335,GTP phosphohydrolase; GTP + H2O <=> GDP + Orthophosphate
274,R00336,"guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase; Guanosine 3',5'-bis(diphosphate) + H2O <=> GDP + Diphosphate"
275,R00337,GDP-glucose glucohydrolase; GDP-glucose + H2O <=> GDP + D-Glucose
276,R00338,Oxaloacetate acetylhydrolase; Oxaloacetate + H2O <=> Oxalate + Acetate
277,R00339,"(R,R)-tartrate hydro-lyase (oxaloacetate-forming); (R,R)-Tartaric acid <=> Oxaloacetate + H2O"
278,R00340,"(S,S)-tartrate hydro-lyase (oxaloacetate-forming); (S,S)-Tartaric acid <=> Oxaloacetate + H2O"
279,R00341,ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming); ATP + Oxaloacetate <=> ADP + Phosphoenolpyruvate + CO2
280,R00342,(S)-malate:NAD+ oxidoreductase; (S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+
281,R00343,(S)-malate:NADP+ oxidoreductase; (S)-Malate + NADP+ <=> Oxaloacetate + NADPH + H+
282,R00344,Pyruvate:carbon-dioxide ligase (ADP-forming); ATP + Pyruvate + HCO3- <=> ADP + Orthophosphate + Oxaloacetate
283,R00345,phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming); Orthophosphate:oxaloacetate carboxyl-lyase (phosphorylating); Orthophosphate + Oxaloacetate <=> H2O + Phosphoenolpyruvate + CO2
284,R00346,diphosphate:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming); pyrophosphate:oxaloacetate carboxy-lyase (transphosphorylating); Diphosphate + Oxaloacetate <=> Orthophosphate + Phosphoenolpyruvate + CO2
285,R00347,erythro-3-hydroxy-Ls-aspartate ammonia-lyase (oxaloacetate-forming); erythro-3-Hydroxy-Ls-aspartate <=> Oxaloacetate + Ammonia
286,R00348,2-oxosuccinamate amidohydrolase; 2-Oxosuccinamate + H2O <=> Oxaloacetate + Ammonia
287,R00350,4-carboxy-4-hydroxy-2-oxoadipate oxaloacetate-lyase (pyruvate-forming); 4-Carboxy-4-hydroxy-2-oxoadipate <=> Oxaloacetate + Pyruvate
288,R00351,acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing); Citrate + CoA <=> Acetyl-CoA + H2O + Oxaloacetate
289,R00352,"acetyl-CoA:oxaloacetate C-acetyltransferase [(pro-S)-carboxymethyl-forming, ADP-phosphorylating]; ATP + Citrate + CoA <=> ADP + Orthophosphate + Acetyl-CoA + Oxaloacetate"
290,R00353,malonyl-CoA:pyruvate carboxytransferase; Malonyl-CoA + Pyruvate <=> Acetyl-CoA + Oxaloacetate
291,R00354,(3S)-citryl-CoA oxaloacetate-lyase (acetyl-CoA-forming); (3S)-Citryl-CoA <=> Acetyl-CoA + Oxaloacetate
292,R00355,L-Aspartate:2-oxoglutarate aminotransferase; L-Aspartate + 2-Oxoglutarate <=> Oxaloacetate + L-Glutamate
293,R00357,L-Aspartic acid:oxygen oxidoreductase (deaminating); L-Aspartate + H2O + Oxygen <=> Oxaloacetate + Ammonia + Hydrogen peroxide
294,R00359,D-Aspartate:oxygen oxidoreductase (deaminating); D-Aspartate + H2O + Oxygen <=> Oxaloacetate + Ammonia + Hydrogen peroxide
295,R00360,(S)-Malate:oxygen oxidoreductase; (S)-Malate + Oxygen <=> Oxaloacetate + Hydrogen peroxide
296,R00361,(S)-malate:quinone oxidoreductase; (S)-Malate + Quinone <=> Oxaloacetate + Hydroquinone
297,R00362,citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate); Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -->acetate); Citrate <=> Acetate + Oxaloacetate
298,R00363,Oxaloacetate keto-enol-isomerase; Oxaloacetate <=> 2-Hydroxyethylenedicarboxylate
299,R00364,Glycine:ferricytochrome-c oxidoreductase (deaminating); Glycine + H2O + 2 Ferricytochrome c <=> Glyoxylate + Ammonia + 2 Ferrocytochrome c + 2 H+
300,R00365,glycine:NAD+ oxidoreductase (deaminating); Glycine + H2O + NAD+ <=> Glyoxylate + Ammonia + NADH + H+
301,R00366,glycine:oxygen oxidoreductase (deaminating); Aminoacetic acid:oxygen oxidoreductase (deaminating); Glycine + H2O + Oxygen <=> Glyoxylate + Ammonia + Hydrogen peroxide
302,R00367,S-Adenosyl-L-methionine:glycine N-methyltransferase; S-Adenosyl-L-methionine + Glycine <=> S-Adenosyl-L-homocysteine + Sarcosine
303,R00368,N-(carboxymethyl)-D-alanine:NAD+ oxidoreductase (glycine-forming); N-(Carboxymethyl)-D-alanine + NAD+ + H2O <=> Glycine + Pyruvate + NADH + H+
304,R00369,L-Alanine:glyoxylate aminotransferase; L-Alanine + Glyoxylate <=> Pyruvate + Glycine
305,R00371,Acetyl-CoA:glycine C-acetyltransferase; Acetyl-CoA + Glycine <=> CoA + L-2-Amino-3-oxobutanoic acid
306,R00372,Glycine:2-oxoglutarate aminotransferase; Glycine + 2-Oxoglutarate <=> Glyoxylate + L-Glutamate
307,R00373,Glycine:oxaloacetate aminotransferase; Glycine + Oxaloacetate <=> Glyoxylate + L-Aspartate
308,R00374,glycine:acceptor oxidoreductase (cyanide-forming); Glycine + 2 Acceptor <=> Cyanide ion + CO2 + 2 Reduced acceptor + H+
309,R00375,Deoxyadenosine 5'-triphosphate:DNA deoxynucleotidyltransferase (DNA-directed); dATP + DNA <=> Diphosphate + DNA
310,R00376,Deoxyguanosine 5'-triphosphate:DNA deoxynucleotidyltransferase (DNA-directed); dGTP + DNA <=> Diphosphate + DNA
311,R00377,Deoxycytidine triphosphate:DNA deoxynucleotidyltransferase (DNA-directed); dCTP + DNA <=> Diphosphate + DNA
312,R00378,deoxythymidine triphosphate:DNA deoxynucleotidyltransferase (DNA-directed); dTTP + DNA <=> Diphosphate + DNA
313,R00379,Deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase; Deoxynucleoside triphosphate + DNA(n) <=> Diphosphate + DNA(n+1)
314,R00380,S-Adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase; S-Adenosyl-L-methionine + DNA <=> S-Adenosyl-L-homocysteine + 5-Methylcytosine in DNA
315,R00381,(deoxyribonucleotide)n:5'-phospho-(deoxyribonucleotide)m ligase (AMP-forming); ATP + DNA(n) + 5'-Phospho-DNA(m) <=> AMP + Diphosphate + DNA(n+m)
316,R00382,"(deoxyribonucleotide)n:5'-phospho-(deoxyribonucleotide)m ligase (AMP-forming, NMN-forming); NAD+ + DNA(n) + 5'-Phospho-DNA(m) <=> AMP + Nicotinamide D-ribonucleotide + DNA(n+m)"
317,R00383,Acyl-CoA hydrolase; Acyl-CoA + H2O <=> CoA + Carboxylate
318,R00384,"acyl-CoA:NAD+ trans-2-oxidoreductase; Acyl-CoA + NAD+ <=> trans-2,3-Dehydroacyl-CoA + NADH + H+"
319,R00385,"acyl-CoA:NADP+ 2-oxidoreductase; Acyl-CoA + NADP+ <=> 2,3-Dehydroacyl-CoA + NADPH + H+"
320,R00387,"acyl-CoA:NADP+ cis-2-oxidoreductase; Acyl-CoA + NADP+ <=> cis-2,3-Dehydroacyl-CoA + NADPH + H+"
321,R00388,"Acyl-CoA:oxygen 2-oxidoreductase; Acyl-CoA + Oxygen <=> trans-2,3-Dehydroacyl-CoA + Hydrogen peroxide"
322,R00389,medium-chain-fatty-acid:CoA ligase (AMP-forming); ATP + Medium-chain fatty acid + CoA <=> AMP + Diphosphate + Medium-chain acyl-CoA
323,R00390,long-chain-fatty-acid:CoA ligase (AMP-forming); ATP + Long-chain fatty acid + CoA <=> AMP + Diphosphate + Long-chain acyl-CoA
324,R00391,Acyl-CoA:acetyl-CoA C-acyltransferase; Acyl-CoA + Acetyl-CoA <=> CoA + 3-Oxoacyl-CoA
325,R00392,"acyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase; Acyl-CoA + Electron-transferring flavoprotein <=> 2,3-Dehydroacyl-CoA + Reduced electron-transferring flavoprotein"
326,R00393,Acyl-CoA:acetate CoA-transferase; Acyl-CoA + Acetate <=> Fatty acid anion + Acetyl-CoA
327,R00394,carboxylic acid:CoA ligase (GDP-forming); GTP + Carboxylate + CoA <=> GDP + Orthophosphate + Acyl-CoA
328,R00395,Acyl-CoA:glycine N-acyltransferase; Acyl-CoA + Glycine <=> CoA + N-Acylglycine
329,R00396,L-alanine:NAD+ oxidoreductase (deaminating); L-Alanine + NAD+ + H2O <=> Pyruvate + Ammonia + NADH + H+
330,R00397,L-aspartate 4-carboxy-lyase (L-alanine-forming); L-Aspartate <=> L-Alanine + CO2
331,R00398,"2,2'-iminodipropanoate:NAD+ oxidoreductase (L-alanine-forming); Alanopine + NAD+ + H2O <=> L-Alanine + Pyruvate + NADH + H+"
332,R00399,2-amino-4-ketopentanoate thiolase; acetyl-CoA:D-alanine C-acyltransferase; D-Alanine + Acetyl-CoA <=> 2-Amino-4-oxopentanoic acid + CoA
333,R00400,L-alanine:oxaloacetate aminotransferase; L-Alanine + Oxaloacetate <=> Pyruvate + L-Aspartate
334,R00401,alanine racemase; L-Alanine <=> D-Alanine
335,R00402,succinate:NAD+ oxidoreductase; Succinate + NAD+ <=> Fumarate + NADH + H+
336,R00405,Succinate:CoA ligase (ADP-forming); ATP + Succinate + CoA <=> ADP + Orthophosphate + Succinyl-CoA
337,R00406,succinyl-CoA:(S)-malate CoA-transferase; Succinyl-CoA + (S)-Malate <=> Succinate + L-Malyl-CoA
338,R00407,Succinyl-CoA hydrolase; Succinyl-CoA + H2O <=> CoA + Succinate
339,R00408,succinate:FAD oxidoreductase; Succinate + FAD <=> FADH2 + Fumarate
340,R00409,"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming); (2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate <=> Pyruvate + Succinate"
341,R00410,succinyl-CoA:acetoacetate CoA-transferase; Succinyl-CoA + Acetoacetate <=> Succinate + Acetoacetyl-CoA
342,R00411,N-succinyl-L-glutamate amidohydrolase; N-Succinyl-L-glutamate + H2O <=> L-Glutamate + Succinate
343,R00412,succinate:acceptor oxidoreductase; Succinate + Acceptor <=> Fumarate + Reduced acceptor
344,R00414,UDP-N-acetyl-D-glucosamine 2-epimerase; UDP-N-acetyl-alpha-D-glucosamine + H2O <=> N-Acetyl-D-mannosamine + UDP
345,R00416,UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase; UTP + N-Acetyl-alpha-D-glucosamine 1-phosphate <=> Diphosphate + UDP-N-acetyl-alpha-D-glucosamine
346,R00417,UDP-N-acetyl-D-glucosamine:protein beta-N-acetyl-D-glucosaminyltransferase; UDP-N-acetyl-alpha-D-glucosamine + Protein asparagine <=> UDP + 4-N-(N-Acetyl-D-glucosaminyl)-protein
347,R00418,UDP-N-acetyl-D-glucosamine 4-epimerase; UDP-N-acetyl-alpha-D-glucosamine <=> UDP-N-acetyl-D-galactosamine
348,R00420,UDP-N-acetyl-D-glucosamine 2-epimerase; UDP-N-acetyl-alpha-D-glucosamine <=> UDP-N-acetyl-D-mannosamine
349,R00421,UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase; UDP-N-acetyl-alpha-D-glucosamine + 2 NAD+ + H2O <=> UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate + 2 NADH + 2 H+
350,R00422,UDP-N-acetyl-alpha-D-glucosamine <=> Glycolipid
351,R00423,UDP-N-acetyl-alpha-D-glucosamine <=> Mucopolysaccharide
352,R00424,"GTP 7,8-8,9-dihydrolase; GTP + H2O <=> 7,8-Dihydroneopterin 3'-triphosphate + Formate"
353,R00425,"GTP 7,8-8,9-dihydrolase (diphosphate-forming); GTP + 4 H2O <=> Formate + 2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + 2 Orthophosphate"
354,R00426,GTP diphosphohydrolase (diphosphate-forming); Guanosine 5'-triphosphate pyrophosphohydrolase; GTP + H2O <=> GMP + Diphosphate
355,R00428,"GTP 8,9-hydrolase; GTP + H2O <=> Formamidopyrimidine nucleoside triphosphate"
356,R00429,ATP:GTP 3'-diphosphotransferase; ATP + GTP <=> AMP + Guanosine 3'-diphosphate 5'-triphosphate
357,R00430,GTP:pyruvate 2-O-phosphotransferase; GTP + Pyruvate <=> GDP + Phosphoenolpyruvate
358,R00431,GTP:oxaloacetate carboxy-lyase (adding GTP;phosphoenolpyruvate-forming); GTP:oxaloacetate carboxy-lyase (transphosphorylating); GTP + Oxaloacetate <=> GDP + Phosphoenolpyruvate + CO2
359,R00432,Succinate:CoA ligase (GDP-forming); GTP + Succinate + CoA <=> GDP + Orthophosphate + Succinyl-CoA
360,R00434,"GTP diphosphate-lyase (cyclizing; 3',5'-cyclic-GMP-forming); GTP <=> 3',5'-Cyclic GMP + Diphosphate"
361,R00435,ATP:polynucleotide adenylyltransferase; ATP:RNA adenylyltransferase; ATP + RNA <=> Diphosphate + RNA
362,R00436,"polyribonucleotide ligase (cyclizing, AMP-forming); ATP + RNA <=> AMP + Diphosphate + RNA(circular)"
363,R00437,polyribonucleotide:phosphate adenylyltransferase; RNA + Orthophosphate <=> RNA + ADP
364,R00438,polyribonucleotide:phosphate uridylyltransferase; RNA + Orthophosphate <=> RNA + UDP
365,R00439,polyribonucleotide:phosphate guanylyltransferase; RNA + Orthophosphate <=> RNA + GDP
366,R00440,polyribonucleotide:phosphate cytidylyltransferase; RNA + Orthophosphate <=> RNA + CDP
367,R00441,GTP:RNA guanylyltransferase (DNA-directed); GTP:RNA guanylyltransferase (RNA-directed); GTP + RNA <=> Diphosphate + RNA
368,R00442,CTP:RNA cytidylyltransferase (DNA-directed); CTP:RNA cytidylyltransferase (RNA-directed); CTP + RNA <=> Diphosphate + RNA
369,R00443,UTP:RNA uridylyltransferase; UTP + RNA <=> Diphosphate + RNA
370,R00444,nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed); nucleoside-triphosphate:RNA nucleotidyltransferase (RNA-directed); Nucleoside triphosphate + RNA <=> Diphosphate + RNA
371,R00445,"L-lysine:NAD+ oxidoreductase (deaminating, cyclizing); L-Lysine + NAD+ <=> Delta1-Piperideine-2-carboxylate + Ammonia + NADH + H+"
372,R00446,L-lysine:NAD+ 6-oxidoreductase (deaminating); L-Lysine + NAD+ + H2O <=> L-2-Aminoadipate 6-semialdehyde + NADH + Ammonia + H+
373,R00447,L-lysine:oxygen 2-oxidoreductase (deaminating); L-Lysine + Oxygen + H2O <=> 6-Amino-2-oxohexanoate + Ammonia + Hydrogen peroxide
374,R00448,"L-lysine,NADPH:oxygen oxidoreductase (6-hydroxylating); L-Lysine + Oxygen + NADPH + H+ <=> N6-Hydroxy-L-lysine + NADP+ + H2O"
375,R00449,L-lysine:oxygen 2-oxidoreductase (decarboxylating); L-Lysine + Oxygen <=> 5-Aminopentanamide + CO2 + H2O
376,R00451,"meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming); meso-2,6-Diaminoheptanedioate <=> L-Lysine + CO2"
377,R00452,N2-(D-1-carboxylethyl)-L-lysine:NADP+ oxidoreductase (L-lysine-forming); D-Lysopine + NADP+ + H2O <=> L-Lysine + Pyruvate + NADPH + H+
378,R00453,L-Lysine:pyruvate aminotransferase; L-Lysine + Pyruvate <=> L-2-Aminoadipate 6-semialdehyde + L-Alanine
379,R00454,acetyl-CoA:L-lysine N6-acetyltransferase; L-Lysine + Acetyl-CoA <=> N6-Acetyl-L-lysine + CoA
380,R00457,L-Lysine:2-oxoglutarate 6-aminotransferase; L-Lysine + 2-Oxoglutarate <=> L-2-Aminoadipate 6-semialdehyde + L-Glutamate
381,R00458,N6-acetyl-L-lysine amidohydrolase; N6-Acetyl-L-lysine + H2O <=> Acetate + L-Lysine
382,R00459,L-Lysine <=> L-Pipecolate
383,R00460,lysine racemase; L-Lysine <=> D-Lysine
384,R00461,"L-Lysine 2,3-aminomutase; L-Lysine <=> (3S)-3,6-Diaminohexanoate"
385,R00462,L-lysine carboxy-lyase (cadaverine-forming); L-Lysine <=> Cadaverine + CO2
386,R00463,"L-Lysine-1,6-lactam lactamhydrolase; L-Lysine 1,6-lactam + H2O <=> L-Lysine"
387,R00465,glycolate:NADP+ oxidoreductase; Glycolate + NADP+ <=> Glyoxylate + NADPH + H+
388,R00466,Glyoxylate:oxygen oxidoreductase; Glyoxylate + Oxygen + H2O <=> Oxalate + Hydrogen peroxide
389,R00468,Glyoxylate:NADP+ oxidoreductase (CoA-oxalylating); Glyoxylate + CoA + NADP+ <=> Oxalyl-CoA + NADPH + H+
390,R00469,(S)-ureidoglycolate amidohydrolase (decarboxylating); (S)-Ureidoglycolate + H2O <=> Glyoxylate + 2 Ammonia + CO2
391,R00470,4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming); 4-Hydroxy-2-oxoglutarate <=> Pyruvate + Glyoxylate
392,R00471,4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming); (4R)-4-Hydroxy-2-oxoglutarate <=> Pyruvate + Glyoxylate
393,R00472,"acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming); L-Malate glyoxylate-lyase (CoA-acetylating); (S)-Malate + CoA <=> Acetyl-CoA + H2O + Glyoxylate"
394,R00473,L-malyl-CoA glyoxylate-lyase (acetyl-CoA-forming); L-Malyl-CoA <=> Acetyl-CoA + Glyoxylate
395,R00474,2-oxoglutarate:glyoxylate succinaldehydetransferase (decarboxylating); 2-Hydroxy-3-oxoadipate glyoxylate-lyase (carboxylating); 2-Hydroxy-3-oxoadipate + CO2 <=> 2-Oxoglutarate + Glyoxylate
