gene name,#,KO,thrshld,score,E-value,KO definition,distance
MethanocullmarisFwdB,*,K00201,187.4,553.6,2.5e-167,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1067.0
MethanocullthermoFdhF420,*,K22516,981.17,1090.8,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1397.0
MethanocullthermoFdhF420,*,K00123,858.47,969.3,1.7e-292,formate dehydrogenase major subunit [EC:1.17.1.9],1397.0
MethanolacpetroFwdB,*,K00201,187.4,540.7,2.0000000000000002e-163,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1076.0
MethanolintardaFdhF420,*,K22516,981.17,1087.5,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1425.0
MethanolintardaFdhF420,*,K00123,858.47,969.1,1.9e-292,formate dehydrogenase major subunit [EC:1.17.1.9],1425.0
MethanoperednitroArrA,*,K08352,591.5,611.4,1.9999999999999999e-184,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1551.0
MethanoplanlimiFdhF420,*,K22516,981.17,1078.9,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1402.0
MethanoplanlimiFdhF420,*,K00123,858.47,953.8,8.099999999999999e-288,formate dehydrogenase major subunit [EC:1.17.1.9],1402.0
MethanoplanlimiFwdB,*,K00201,187.4,539.2,5.6e-163,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1063.0
MethanopykandFwdB1,*,K00201,187.4,609.9,2.1000000000000001e-184,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1106.0
MethanopykandFwdB2,*,K00201,187.4,603.7,1.6e-182,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1101.0
MethanoregformiciFdhF420,*,K22516,981.17,1089.0,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1391.0
MethanoregformiciFdhF420,*,K00123,858.47,955.3,2.6999999999999997e-288,formate dehydrogenase major subunit [EC:1.17.1.9],1391.0
MethanoregformiciFwdB,*,K00201,187.4,536.6,3.4e-162,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1089.0
MethanosalzhiliFwdB,*,K00201,187.4,538.6,9.000000000000001e-163,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1079.0
MethanosaractiFwdB,*,K00201,187.4,571.9,7e-173,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1088.0
MethanosarbarkeriFdhF420,*,K22516,981.17,1072.9,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1416.0
MethanosarbarkeriFdhF420,*,K00123,858.47,973.1,1.2e-293,formate dehydrogenase major subunit [EC:1.17.1.9],1416.0
MethanosarbarkeriFwdB1,*,K00201,187.4,531.7,1.0999999999999999e-160,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1079.0
MethanosarbarkeriFwdB2,*,K00201,187.4,525.3,9.7e-159,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1119.0
MethanosarbarkeriFwdB3,*,K00201,187.4,558.6,7.299999999999999e-169,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1070.0
MethanosarhoronFwdB,*,K00201,187.4,570.7,1.6e-172,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1085.0
MethanosarmazeiFdhF420,*,K22516,981.17,1044.1,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1423.0
MethanosarmazeiFdhF420,*,K00123,858.47,963.1,1.3e-290,formate dehydrogenase major subunit [EC:1.17.1.9],1423.0
MethanosphaepalusFdhF420,*,K22516,981.17,1082.2,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1389.0
MethanosphaepalusFdhF420,*,K00123,858.47,951.0,5.6e-287,formate dehydrogenase major subunit [EC:1.17.1.9],1389.0
MethanospirhungaFdhF420,*,K22516,981.17,1067.5,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1401.0
MethanospirhungaFdhF420,*,K00123,858.47,939.4,1.8e-283,formate dehydrogenase major subunit [EC:1.17.1.9],1401.0
MethanospirhungaFwdB,*,K00201,187.4,560.0,2.8e-169,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1089.0
MethanothermococokinaweFdhF420,*,K22516,981.17,1124.5,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1435.0
MethanothermococokinaweFdhF420,*,K00123,858.47,982.4,1.9e-296,formate dehydrogenase major subunit [EC:1.17.1.9],1435.0
MethanothermococokinaweFwdB1,*,K00201,187.4,586.4,2.8e-177,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1080.0
MethanothermococokinaweFwdB2,*,K00201,187.4,605.5,4.5e-183,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1076.0
MethanothermococokinaweFwdB3,*,K00201,187.4,544.0,2e-164,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1130.0
MethanothermococthermolithoFdhF420,*,K22516,981.17,1137.5,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1415.0
MethanothermococthermolithoFdhF420,*,K00123,858.47,1010.5,6e-305,formate dehydrogenase major subunit [EC:1.17.1.9],1415.0
MethanothermodefluvFdhF420,*,K22516,981.17,1117.8,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1403.0
MethanothermodefluvFdhF420,*,K00123,858.47,990.4,7e-299,formate dehydrogenase major subunit [EC:1.17.1.9],1403.0
MethanothermomarburgFdhNAD,*,K00123,858.47,952.5,1.9999999999999998e-287,formate dehydrogenase major subunit [EC:1.17.1.9],1535.0
MethanothermomarburgFwdB1,*,K00201,187.4,610.8,1.1e-184,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1086.0
MethanothermomarburgFwdB2,*,K00201,187.4,535.3,8.500000000000001e-162,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1092.0
MethanothermothermautoFdhNAD,*,K00123,858.47,950.4,8.699999999999999e-287,formate dehydrogenase major subunit [EC:1.17.1.9],1559.0
MethanothermowolfeiiFdhF420,*,K22516,981.17,1134.6,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1390.0
MethanothermowolfeiiFdhF420,*,K00123,858.47,1012.1,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1390.0
MethanothermowolfeiiFwdB,*,K00201,187.4,612.1,4.4e-185,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1085.0
MethanothermusfervidFdhF420,*,K22516,981.17,1128.8,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1388.0
MethanothermusfervidFdhF420,*,K00123,858.47,1009.9,9e-305,formate dehydrogenase major subunit [EC:1.17.1.9],1388.0
MethanothermusfervidFwdB,*,K00201,187.4,612.0,4.8e-185,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1092.0
MethanothrixsoehnFdhNAD,*,K00123,858.47,1009.7,1e-304,formate dehydrogenase major subunit [EC:1.17.1.9],1578.0
MethanothrixthermoacetoFdhNAD,*,K05299,1213.8,1228.5,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1574.0
MethanothrixthermoacetoFdhNAD,*,K00123,858.47,1006.3,1.1e-303,formate dehydrogenase major subunit [EC:1.17.1.9],1574.0
MethanotorformiciFdhF420,*,K22516,981.17,1138.7,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1454.0
MethanotorformiciFdhF420,*,K00123,858.47,981.7,3.0000000000000003e-296,formate dehydrogenase major subunit [EC:1.17.1.9],1454.0
MethanotorigneusFdhF420,*,K22516,981.17,1153.2,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1435.0
MethanotorigneusFdhF420,*,K00123,858.47,1002.2,1.9e-302,formate dehydrogenase major subunit [EC:1.17.1.9],1435.0
MethanotorigneusFwdB1,*,K00201,187.4,594.5,9.9e-180,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1075.0
MethanotorigneusFwdB2,*,K00201,187.4,586.3,2.9e-177,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1096.0
MethylarcmarinaFdhNAD,*,K00123,858.47,1034.1,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1584.0
MethylobacluteusNasA,*,K00372,1068.0,1276.3,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1547.0
MethylobacwhittenFdhNAD,*,K00123,858.47,1056.0,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1575.0
MethylocaldszegediFdhNAD,*,K00123,858.47,1063.1,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1600.0
MethylocapacidiFdhNAD,*,K00123,858.47,1043.8,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1614.0
MethyloceaniFdhNAD,*,K00123,858.47,1052.6,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1610.0
MethylococccapsulFdhNAD,*,K00123,858.47,1068.6,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1590.0
MethylococccapsulNasA,*,K00372,1068.0,1263.5,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1524.0
MethylohalocrimeFdhNAD,*,K00123,858.47,1080.1,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1599.0
MethylolihaloFdhNAD,*,K00123,858.47,1050.2,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1621.0
MethylomonkoyaFdhNAD,*,K00123,858.47,1067.7,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1602.0
MethylophaglonarFdhNAD,*,K00123,858.47,1079.5,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1595.0
MethylophaglonarNasA,*,K00372,1068.0,1291.7,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1535.0
MethylophagthioNasA,*,K00372,1068.0,1288.0,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1555.0
MethyloterrioryzaFdhNAD,*,K00123,858.47,1045.1,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1599.0
MethyloterrioryzaNasA,*,K00372,1068.0,1288.4,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1562.0
MethyloverthermoNasA,*,K00372,1068.0,1210.5,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1574.0
MethylovirligniFdhNAD,*,K00123,858.47,1038.9,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1604.0
MicrocolvagiNasC,*,K00367,1035.97,1213.3,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1415.0
MicromonocremeaFdhN,*,K00123,858.47,866.5,2.0000000000000002e-261,formate dehydrogenase major subunit [EC:1.17.1.9],1719.0
MicromonoinosiFdhN,*,K00123,858.47,868.6,4.5e-262,formate dehydrogenase major subunit [EC:1.17.1.9],1723.0
MicromonopisiFdhNAD,*,K00123,858.47,1020.7,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1596.0
MicrotetraniveoFdhN,*,K00123,858.47,860.0,1.8e-259,formate dehydrogenase major subunit [EC:1.17.1.9],1726.0
MicrovirguangAioA,*,K08356,724.13,1219.7,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1550.0
MicrovirguangNapA,*,K02567,776.8,1452.5,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1496.0
MicrovirossetAioA,*,K08356,724.13,1219.8,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1567.0
MicrovirsubterrNapA,*,K02567,776.8,1442.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1523.0
MitsuachitoNapA,*,K02567,776.8,1470.6,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1568.0
MobilicoccpelagiFdhNAD,*,K00123,858.47,962.1,2.5e-290,formate dehydrogenase major subunit [EC:1.17.1.9],1586.0
MoellwiscTtrA,*,K08357,722.33,1538.3,0.0,tetrathionate reductase subunit A,1664.0
MongoliterreAioA,*,K08356,724.13,1203.5,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1541.0
MooreaproduNasC,*,K00367,1035.97,1233.5,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1446.0
MoormuldFdhNAD,*,K05299,1213.8,1370.0,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1588.0
MoormuldFdhNAD,*,K00123,858.47,1062.1,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1588.0
MoormuldPsrA,*,K08352,591.5,866.5,1.5e-261,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1434.0
Moortherm1FdhH,*,K22516,981.17,990.7,2.5e-299,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1483.0
Moortherm1FdhH,*,K00123,858.47,948.4,3.3999999999999996e-286,formate dehydrogenase major subunit [EC:1.17.1.9],1483.0
Moortherm1FdhNAD,*,K05299,1213.8,1344.3,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1591.0
Moortherm1FdhNAD,*,K00123,858.47,1072.7,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1591.0
MoorthermAOR,*,K03738,286.77,820.0,2.3999999999999998e-247,aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5],2061.0
MoorthermPsrA,*,K08352,591.5,847.9,6.4e-256,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1432.0
MorganmorgTtrA,*,K08357,722.33,1528.9,0.0,tetrathionate reductase subunit A,1669.0
MoriteldasaTtrA,*,K08357,722.33,1505.9,0.0,tetrathionate reductase subunit A,1667.0
MucilaginigossFdhNAD,*,K00123,858.47,876.9,1.3999999999999998e-264,formate dehydrogenase major subunit [EC:1.17.1.9],1552.0
MucischaedNapA,*,K02567,776.8,916.3,1.5e-276,nitrate reductase (cytochrome) [EC:1.9.6.1],1505.0
MumiflavNapA,*,K02567,776.8,1467.9,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1545.0
MycolicibacsmegmaFdhNAD,*,K00123,858.47,1034.9,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1613.0
NatranaerobthermFdhNAD,*,K05299,1213.8,1358.7,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1568.0
NatranaerobthermFdhNAD,*,K00123,858.47,1053.9,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1568.0
NatranaerobthermFdhNAD,*,K22516,981.17,1004.1,2.2e-303,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1568.0
NatronocojeotTtrA,*,K08357,722.33,1073.9,0.0,tetrathionate reductase subunit A,1705.0
NatronogregPsrA,*,K08352,591.5,633.6,3.8e-191,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1470.0
NautiprofundiNapA,*,K02567,776.8,1309.8,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1636.0
NecropsomassiliFdhH,*,K22015,921.03,1276.0,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1453.0
NecropsorosorFdhH,*,K22015,921.03,1270.6,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1456.0
NeorhizohuautNapA,*,K02567,776.8,1442.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1535.0
NeptuniicaesarNasA,*,K00372,1068.0,1237.6,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1550.0
NesiotoexalTtrA,*,K08357,722.33,1380.2,0.0,tetrathionate reductase subunit A,1681.0
NevskisoliFdhNAD,*,K00123,858.47,1060.8,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1616.0
NevskisoliNasA,*,K00372,1068.0,1291.2,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1588.0
NiastelkoreFdhNAD,*,K00123,858.47,890.3,1.3e-268,formate dehydrogenase major subunit [EC:1.17.1.9],1559.0
NitratirutergaNapA,*,K02567,776.8,1341.7,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1631.0
NitratisalsuNapA,*,K02567,776.8,1300.5,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1669.0
NitrincolacisArrA,*,K08352,591.5,670.6,2.6e-202,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1507.0
NitrobachamburgAioA,*,K08356,724.13,1203.1,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1502.0
NodularspumiNasC,*,K00367,1035.97,1218.5,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1445.0
NonomurjiangxiFdhNAD,*,K00123,858.47,1026.5,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1593.0
NonomurpolychromFdhN1,*,K00123,858.47,873.6,1.4e-263,formate dehydrogenase major subunit [EC:1.17.1.9],1701.0
NonomursolaniFdhNAD,*,K00123,858.47,1013.6,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1590.0
NostoccycadNasC,*,K00367,1035.97,1227.1,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1425.0
NostocpisciNasC,*,K00367,1035.97,1226.9,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1405.0
NoviherbadenitrifiNapA,*,K02567,776.8,1468.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1497.0
NovimethylokurashiNasA,*,K00372,1068.0,1242.6,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1624.0
OblitialkalTtrA,*,K08357,722.33,1402.7,0.0,tetrathionate reductase subunit A,1647.0
OceanibacindicumAioA,*,K08356,724.13,1221.7,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1520.0
OceanibacpacificFdhNAD,*,K00123,858.47,1085.8,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1597.0
OceanicelactiAioA,*,K08356,724.13,1104.1,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1509.0
OceanicocsagmiNapA,*,K02567,776.8,1453.8,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1523.0
OceanicolalitorAioA,*,K08356,724.13,1090.3,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1501.0
OceanimonbaumTtrA,*,K08357,722.33,1420.2,0.0,tetrathionate reductase subunit A,1692.0
OceanimonsmirTtrA,*,K08357,722.33,1428.1,0.0,tetrathionate reductase subunit A,1668.0
Oceaprof1NapA,*,K02567,776.8,1299.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1608.0
OceaprofFdhH,*,K00123,858.47,939.8,1.4e-283,formate dehydrogenase major subunit [EC:1.17.1.9],1402.0
OceaprofPsrA,*,K08352,591.5,914.7,3.9e-276,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1456.0
OceaprofTtrA,*,K08357,722.33,991.5,4.0999999999999996e-299,tetrathionate reductase subunit A,1694.0
OleimessinNapA,*,K02567,776.8,1480.6,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1533.0
OpituterrPsrA,*,K08352,591.5,885.1,3.5e-267,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1426.0
OrnithinipekinFdhN,*,K00123,858.47,894.7,5.7e-270,formate dehydrogenase major subunit [EC:1.17.1.9],1731.0
OryzipropTtrA,*,K08357,722.33,1494.3,0.0,tetrathionate reductase subunit A,1672.0
OscillaacumiNasC,*,K00367,1035.97,1191.3,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1425.0
OscillanigroNasC,*,K00367,1035.97,1207.0,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1431.0
OxalobacformiFdhH,*,K22015,921.03,1304.3,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1442.0
PaenalhominTtrA,*,K08357,722.33,1450.8,0.0,tetrathionate reductase subunit A,1669.0
PaenibacilforsythFdhH,*,K22015,921.03,1286.0,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1445.0
PaenibacilforsythFdhH,*,K00123,858.47,859.6,2.3e-259,formate dehydrogenase major subunit [EC:1.17.1.9],1445.0
PaenibacilsonchiFdhH,*,K22015,921.03,1273.2,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1443.0
PaludibacyongneuFdhH,*,K22015,921.03,1333.8,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1471.0
PandorapisFdhNAD,*,K00123,858.47,1082.2,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1644.0
Pandorpnom1FdhNAD,*,K00123,858.47,1082.4,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1636.0
PandorpnomAioA,*,K08356,724.13,1199.4,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1537.0
PantoeaalliiNasA,*,K00372,1068.0,1200.8,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1522.0
PantoeastewNasA,*,K00372,1068.0,1208.7,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1511.0
ParaburkarmonaAioA,*,K08356,724.13,1217.1,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1534.0
ParaburkdiazotrophFdhNAD,*,K00123,858.47,1070.0,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1617.0
Paraburkphena1FdhNAD,*,K00123,858.47,1080.4,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1619.0
ParaburkphenaAioA,*,K08356,724.13,1194.7,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1549.0
Paraburksedimini1FdhNAD,*,K00123,858.47,1076.5,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1628.0
ParaburktuberNasA,*,K00372,1068.0,1289.0,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1583.0
ParaclostridbenzoFdhH,*,K22015,921.03,1282.9,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1449.0
ParacocdenitrifiNasA,*,K00372,1068.0,1209.2,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1538.0
ParacocpantoNasA,*,K00372,1068.0,1203.6,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1520.0
ParacocsaliAioA,*,K08356,724.13,1138.9,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1572.0
ParacocsaliFdhNAD,*,K00123,858.47,1051.5,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1580.0
ParacocsaliNasA,*,K00372,1068.0,1205.9,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1553.0
ParacocseriniAioA,*,K08356,724.13,1106.7,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1512.0
ParaferrsedimenNapA,*,K02567,776.8,1475.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1525.0
ParvicaeciNapA,*,K02567,776.8,1050.8,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1545.0
PasteurbettyFdhH,*,K22015,921.03,1263.7,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1455.0
PasteurbettyFdhNAD,*,K00123,858.47,989.4,1.4e-298,formate dehydrogenase major subunit [EC:1.17.1.9],1575.0
PasteurdagmaTtrA,*,K08357,722.33,1477.5,0.0,tetrathionate reductase subunit A,1670.0
PasteurlangaFdhNAD,*,K00123,858.47,988.7,2.3e-298,formate dehydrogenase major subunit [EC:1.17.1.9],1596.0
PasteurmultoTtrA,*,K08357,722.33,1499.5,0.0,tetrathionate reductase subunit A,1662.0
PectobacbetaNasA,*,K00372,1068.0,1241.2,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1557.0
PectobacperuNasA,*,K00372,1068.0,1240.7,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1554.0
PelagiabysTtrA,*,K08357,722.33,1388.9,0.0,tetrathionate reductase subunit A,1692.0
PelagicolalitoriAioA,*,K08356,724.13,1079.4,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1521.0
PelagicolalitoriFdhNAD,*,K00123,858.47,1045.0,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1635.0
PelobacacetylenFdhNAD,*,K05299,1213.8,1345.4,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1574.0
PelobacacetylenFdhNAD,*,K00123,858.47,1032.1,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1574.0
PelobaccarbinolFdhNAD,*,K22341,1422.43,1480.7,0.0,"formate dehydrogenase (NAD+, ferredoxin) subunit [EC:1.17.1.11]",1594.0
PelobaccarbinolFdhNAD,*,K05299,1213.8,1270.3,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1594.0
PelobaccarbinolFdhNAD,*,K00123,858.47,1050.2,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1594.0
PelobaccarbinolFdhNAD,*,K22516,981.17,993.7,3.0999999999999996e-300,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1594.0
PelobacselenTtrA1,*,K08357,722.33,979.5,1.8e-295,tetrathionate reductase subunit A,1712.0
PelobacselenTtrA2,*,K08357,722.33,1374.2,0.0,tetrathionate reductase subunit A,1651.0
PelodictphaeoPsrA,*,K08352,591.5,766.0,3.7e-231,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1449.0
PelosinfermentFdhH,*,K22015,921.03,1274.0,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1484.0
PeptoclosacidaFdhNAD,*,K22341,1422.43,1525.6,0.0,"formate dehydrogenase (NAD+, ferredoxin) subunit [EC:1.17.1.11]",1558.0
PeptoclosacidaFdhNAD,*,K05299,1213.8,1316.0,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1558.0
PeptoclosacidaFdhNAD,*,K00123,858.47,1067.9,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1558.0
PeptoclosacidaFdhNAD,*,K22516,981.17,1000.7,2.3e-302,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1558.0
PersehydroNapA,*,K02567,776.8,1321.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1642.0
PersemariNapA,*,K02567,776.8,1346.5,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1639.0
PetrohalophilFdhNAD,*,K05299,1213.8,1321.2,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1636.0
PetrohalophilFdhNAD,*,K00123,858.47,1076.5,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1636.0
PetrohalophilFdhNAD,*,K22516,981.17,1013.4,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1636.0
PetromobilisFdhNAD,*,K05299,1213.8,1310.3,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1648.0
PetromobilisFdhNAD,*,K00123,858.47,1072.1,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1648.0
